session_id,duration
1644331126.9943626,0.2670625173852317
1644331126.9943626,0.10652290545506037
1644331126.9943626,0.33279549123283275
1644331126.9943626,0.1520393385948665
1644331126.9943626,0.0947444552735113
1644331126.9943626,0.17850177376937726
1644331126.9943626,0.2748814572450851
1644331126.9943626,0.14134129916790503
1644331126.9943626,0.2690759669036854
1644331126.9943626,0.16200168795317282
1644331126.9943626,0.03273532206347616
1644331126.9943626,0.1594680800560926
1644331126.9943626,0.12736489487807764
1644331126.9943626,0.16894903351752302
1644331126.9943626,0.10212795803746744
1644331126.9943626,0.14489334570818047
1644331126.9943626,0.18696713639042983
1644331126.9943626,0.4328004609038857
1644331126.9943626,0.07652985727163614
1644331126.9943626,0.5738586027271164
1644331126.9943626,0.14429225855443698
1644331126.9943626,0.18533485381076686
1644331126.9943626,0.1599956170079737
1644331126.9943626,0.19390917281869705
1644331126.9943626,0.30107484135290996
1644331126.9943626,0.2991904673438794
1644331126.9943626,0.12366410588774053
1644331126.9943626,0.19796141229236325
1644331126.9943626,0.2841582080126828
1644331126.9943626,0.665346838760452
1644331126.9943626,0.10928115343381109
1644331126.9943626,0.20563613008689383
1644331126.9943626,0.15257602507627885
1644331126.9943626,0.12575446279567964
1644331126.9943626,0.22120259319779492
1644331126.9943626,0.2569060487787001
1644331126.9943626,0.10590705274841335
1644331126.9943626,0.11637983882584342
1644331126.9943626,0.13274519088915424
1644331126.9943626,0.07488555859919446
1644331126.9943626,0.27462726503166457
1644331325.092956,0.13224554933495486
1644331325.092956,0.2153587928329051
1644331325.092956,0.2971843900110382
1644331325.092956,0.21464622207201753
1644331325.092956,0.22436273685334882
1644331325.092956,0.14068385265262814
1644331325.092956,0.1515543457896579
1644331325.092956,0.10365196279984784
1644331325.092956,0.2445594837839449
1644331325.092956,0.13741649149288235
1644331325.092956,0.0746273112493847
1644331325.092956,0.17248630120499528
1644331325.092956,0.11003478730918285
1644331325.092956,0.11815093235625782
1644331325.092956,0.09293280462218695
1644331325.092956,0.1588450632803301
1644331325.092956,0.41747017137747516
1644331325.092956,0.06818335828496479
1644331325.092956,0.08510405961387081
1644331325.092956,0.6817167350691418
1644331325.092956,0.19173122914449017
1644331325.092956,0.11463998147542775
1644331325.092956,0.2251967517253511
1644331325.092956,0.08162054723053376
1644331325.092956,0.08024779831346637
1644331325.092956,0.1641771789209338
1644331325.092956,0.19864567084998996
1644331325.092956,0.09076905852246636
1644331325.092956,0.11486618758419619
1644331325.092956,0.26638370618339263
1644331325.092956,0.8999192229411566
1644331325.092956,0.28888670908455016
1644331325.092956,0.07198904233865198
1644331325.092956,0.26293277481228516
1644331325.092956,0.15146209105885058
1644331325.092956,0.07768726642689848
1644331325.092956,0.19118742010092948
1644331325.092956,0.44119948473531156
1644331325.092956,0.2086094527504518
1644331325.092956,0.3381045923845114
1644331325.092956,0.17890576035620975
