session_id,,task_id,unit_id,assignment_id,session_id,dt_start,key,dt_end,interval
1846,26567,854544,867354367, bd7f3e4f-ce78-480d-9bbf-e7082c1465a6,1846,1453888014989,16,1453888015163.0,174.0
1846,26568,854544,867354367, bd7f3e4f-ce78-480d-9bbf-e7082c1465a6,1846,1453888015163,77,1453888015344.0,181.0
1846,26569,854544,867354367, bd7f3e4f-ce78-480d-9bbf-e7082c1465a6,1846,1453888015344,79,1453888015497.0,153.0
1846,26570,854544,867354367, bd7f3e4f-ce78-480d-9bbf-e7082c1465a6,1846,1453888015497,85,1453888015977.0,480.0
1846,26571,854544,867354367, bd7f3e4f-ce78-480d-9bbf-e7082c1465a6,1846,1453888015977,84,1453888016258.0,281.0
1846,26572,854544,867354367, bd7f3e4f-ce78-480d-9bbf-e7082c1465a6,1846,1453888016258,65,1453888016425.0,167.0
1846,26573,854544,867354367, bd7f3e4f-ce78-480d-9bbf-e7082c1465a6,1846,1453888016425,73,1453888016625.0,200.0
1846,26575,854544,867354367, bd7f3e4f-ce78-480d-9bbf-e7082c1465a6,1846,1453888021058,16,1453888021560.0,502.0
1846,26576,854544,867354367, bd7f3e4f-ce78-480d-9bbf-e7082c1465a6,1846,1453888021560,16,1453888021569.0,9.0
1846,26577,854544,867354367, bd7f3e4f-ce78-480d-9bbf-e7082c1465a6,1846,1453888021569,72,1453888021719.0,150.0
1846,26578,854544,867354367, bd7f3e4f-ce78-480d-9bbf-e7082c1465a6,1846,1453888021719,73,1453888022014.0,295.0
1846,26579,854544,867354367, bd7f3e4f-ce78-480d-9bbf-e7082c1465a6,1846,1453888022014,71,1453888022264.0,250.0
1846,26580,854544,867354367, bd7f3e4f-ce78-480d-9bbf-e7082c1465a6,1846,1453888022264,69,1453888022905.0,641.0
1846,26581,854544,867354367, bd7f3e4f-ce78-480d-9bbf-e7082c1465a6,1846,1453888022905,8,1453888023602.0,697.0
1846,26582,854544,867354367, bd7f3e4f-ce78-480d-9bbf-e7082c1465a6,1846,1453888023602,72,1453888023721.0,119.0
1846,26583,854544,867354367, bd7f3e4f-ce78-480d-9bbf-e7082c1465a6,1846,1453888023721,69,1453888023872.0,151.0
1846,26584,854544,867354367, bd7f3e4f-ce78-480d-9bbf-e7082c1465a6,1846,1453888023872,83,1453888024321.0,449.0
1846,26585,854544,867354367, bd7f3e4f-ce78-480d-9bbf-e7082c1465a6,1846,1453888024321,84,1453888024676.0,355.0
1846,26587,854544,867354367, bd7f3e4f-ce78-480d-9bbf-e7082c1465a6,1846,1453888029960,16,1453888030459.0,499.0
1846,26588,854544,867354367, bd7f3e4f-ce78-480d-9bbf-e7082c1465a6,1846,1453888030459,16,1453888030495.0,36.0
1846,26589,854544,867354367, bd7f3e4f-ce78-480d-9bbf-e7082c1465a6,1846,1453888030495,16,1453888030525.0,30.0
1846,26590,854544,867354367, bd7f3e4f-ce78-480d-9bbf-e7082c1465a6,1846,1453888030525,16,1453888030559.0,34.0
1846,26591,854544,867354367, bd7f3e4f-ce78-480d-9bbf-e7082c1465a6,1846,1453888030559,16,1453888030591.0,32.0
1846,26592,854544,867354367, bd7f3e4f-ce78-480d-9bbf-e7082c1465a6,1846,1453888030591,16,1453888030628.0,37.0
1846,26593,854544,867354367, bd7f3e4f-ce78-480d-9bbf-e7082c1465a6,1846,1453888030628,16,1453888030663.0,35.0
1846,26594,854544,867354367, bd7f3e4f-ce78-480d-9bbf-e7082c1465a6,1846,1453888030663,16,1453888030692.0,29.0
1846,26595,854544,867354367, bd7f3e4f-ce78-480d-9bbf-e7082c1465a6,1846,1453888030692,16,1453888030723.0,31.0
1846,26596,854544,867354367, bd7f3e4f-ce78-480d-9bbf-e7082c1465a6,1846,1453888030723,16,1453888030756.0,33.0
1846,26597,854544,867354367, bd7f3e4f-ce78-480d-9bbf-e7082c1465a6,1846,1453888030756,16,1453888030791.0,35.0
1846,26598,854544,867354367, bd7f3e4f-ce78-480d-9bbf-e7082c1465a6,1846,1453888030791,16,1453888030831.0,40.0
1846,26599,854544,867354367, bd7f3e4f-ce78-480d-9bbf-e7082c1465a6,1846,1453888030831,16,1453888030855.0,24.0
1846,26600,854544,867354367, bd7f3e4f-ce78-480d-9bbf-e7082c1465a6,1846,1453888030855,16,1453888030888.0,33.0
1846,26601,854544,867354367, bd7f3e4f-ce78-480d-9bbf-e7082c1465a6,1846,1453888030888,16,1453888030921.0,33.0
