1646545905.075811,88543.06934496167
1646546590.4147513,407346.2221014651
1646546590.4147513,325515.34121044
1646546590.4147513,306168.8244124373
1646546590.4147513,115822.26009639486
1646546590.4147513,70893.17765646383
1646546590.4147513,87339.90670741827
1646546590.4147513,156949.55949901085
1646546590.4147513,182485.89887471177
1646546590.4147513,145961.30096415587
1646546590.4147513,370214.4902743156
1646546590.4147513,48974.3165581821
1646546590.4147513,43507.80154041483
1646546590.4147513,45492.10745120795
1646546590.4147513,149279.8393962416
1646546590.4147513,73921.36068916673
1646546590.4147513,76879.90036189284
1646546590.4147513,116153.23453868233
1646546590.4147513,49788.30267343751
1646546590.4147513,254514.74362828027
1646546590.4147513,92923.25784836506
1646546590.4147513,45081.743918107735
1646546590.4147513,208947.03811737016
1646546590.4147513,175183.63825987544
1646546590.4147513,331910.5810297066
1646546590.4147513,70335.76936736301
1646546590.4147513,178144.28980791543
1646546590.4147513,140305.1026636351
1646546590.4147513,89338.12968459964
1646546590.4147513,395367.63727017137
1646546590.4147513,262929.26770287554
1646546590.4147513,357308.02598134556
1646546590.4147513,86860.38074458612
1646546590.4147513,29555.36617746225
1646546590.4147513,129379.2664514734
1646546590.4147513,62390.18709044671
1646546590.4147513,413304.3501824923
1646546590.4147513,160728.7114457294
1646546590.4147513,91916.05106533482
1646546590.4147513,156922.2352689303
1646546590.4147513,50726.31376262177
1646546590.4147513,328202.9375952657
1646546590.4147513,46405.49872428813
1646546590.4147513,302028.92929249076
1646546590.4147513,306885.2046776541
1646546590.4147513,62107.659362208295
1646546590.4147513,75362.22989852657
1646546590.4147513,53845.17329868911
1646546590.4147513,133541.24330569824
1646546590.4147513,320742.69582431717
1646546590.4147513,114145.94998870898
1646546590.4147513,215609.0788042807
1646546590.4147513,56413.77229762622
1646546590.4147513,89599.22842664862
1646546590.4147513,32249.97339791055
1646546590.4147513,465051.99516245385
1646546590.4147513,49516.54256556912
1646546590.4147513,335753.984103629
1646546590.4147513,36096.8236629232
1646546590.4147513,201346.97039022497
1646546590.4147513,170390.5038386446
1646546590.4147513,53508.892137881514
1646546590.4147513,34715.39735406315
1646546590.4147513,427420.6016673286
1646546590.4147513,260190.69350617958
1646546590.4147513,83244.79760021373
1646546590.4147513,370751.75958862796
1646546590.4147513,92507.45889415275
1646546590.4147513,79048.73465294339
1646546590.4147513,147653.44746928438
1646546590.4147513,74809.20395178266
1646546590.4147513,405938.97792311595
1646546590.4147513,167454.25430337066
1646546590.4147513,36197.69532902911
1646546590.4147513,90078.17833955763
1646546590.4147513,176565.15466782489
1646546590.4147513,110659.38113663482
1646546590.4147513,86095.1642945024
1646546590.4147513,171114.70125407682
1646546590.4147513,352735.6081273757
1646546590.4147513,215849.3324244683
1646546590.4147513,428123.5525512808
1646546590.4147513,175318.40765859428
1646546590.4147513,309745.215062511
1646546785.7603993,375964.31690069253
1646546785.7603993,479892.26742437587
1646546785.7603993,140136.95579917126
1646546785.7603993,213407.67493322023
1646546785.7603993,241357.2967355142
1646546785.7603993,218587.21662984617
1646546785.7603993,194101.97795996288
1646546785.7603993,91936.00198296976
1646546785.7603993,70806.5756760255
1646546785.7603993,153262.49214647035
1646546785.7603993,421152.30524502863
1646546785.7603993,73526.88657204012
1646546785.7603993,242484.03647979492
1646546785.7603993,221716.64303460746
1646546785.7603993,31802.785237585806
1646546785.7603993,162121.23351913187
1646546785.7603993,207648.31584946625
1646546785.7603993,45555.687531911215
1646546785.7603993,192877.50292090667
1646546785.7603993,60672.26749655967
1646546785.7603993,21881.051146962254
1646546785.7603993,285235.6141172375
1646546785.7603993,214281.76262563406
1646546785.7603993,170525.02801186848
1646546785.7603993,123035.56461222316
1646546785.7603993,236543.2084424016
1646546785.7603993,114434.8366104862
1646546785.7603993,552643.8646599874
1646546785.7603993,271617.2964874915
1646546785.7603993,170698.53203529274
1646546785.7603993,62664.09874748914
1646546785.7603993,107691.91894186061
1646546785.7603993,32788.824721318866
1646546785.7603993,132782.2310965569
1646546785.7603993,282764.97645746026
1646546785.7603993,148826.96683065293
1646546785.7603993,139963.21470457435
1646546785.7603993,155885.24812060356
1646546785.7603993,343051.8486316176
1646546785.7603993,193870.07636282887
